item_hrid,barcode,holdings_level_call_number,item_effective_call_number,item_level_call_number,location_name
it00034665867,3.12066E+14,DS371.2 .R367 2000,DS371.2 .R367 2000,DS371.2 .R367 2000,UM W.E.B. Du Bois General Collections
it00033040588,3.12066E+14,ML1 .D72,ML1 .D72,ML1 .D72,UM W.E.B. Du Bois General Collections
it00035044605,3.12066E+14,Savas 1672-1743,Savas 1694,Savas 1694,UM Special Collections
it00034890641,3.12066E+14,RBR 100-124,RBR 124,RBR 124,UM Special Collections
it00035160861,4314812-6460-UMA,NA1 .A326,NA1 .A326,NA1 .A326,UM W.E.B. Du Bois Periodicals
it00034161690,3.12066E+14,RBR 1180-1188,RBR 1182,RBR 1182,UM Special Collections
it00035074051,3.12066E+14,NEA 556-559,NEA 558,NEA 558,UM Special Collections
it00035102191,3.12066E+14,NEYM 1231-1286,NEYM 1278,NEYM 1278,UM Special Collections
it00034927360,3.12066E+14,HA201 1950 v.8-12,HA201 1950 v.8,HA201 1950 v.8,UM W.E.B. Du Bois General Collections
it00035141001,3.12066E+14,SF991 .C76 2016,SF991 .C76 2016,SF991 .C76 2016,UM Mt. Ida Regular Collection
it00034986007,3.12066E+14,Winokur 602-669,Winokur 669,Winokur 669,UM Special Collections
it00034932455,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035044692,3.12066E+14,Savas 1744-1852,Savas 1798,Savas 1798,UM Special Collections
it00033356458,3.12066E+14,RBR 1964-2038,RBR 2027,RBR 2027,UM Special Collections
it00035044571,3.12066E+14,Savas 1672-1743,Savas 1687,Savas 1687,UM Special Collections
it00033056202,575185-30-UMA,"DK4020 .E45 v. 30, etc",DK4020 .E45 v. 30,DK4020 .E45 v. 30,UM W.E.B. Du Bois General Collections
it00033704029,3.12066E+14,ML113 .H715,ML113 .H715,ML113 .H715,UM W.E.B. Du Bois General Collections
it00034999052,3.12066E+14,Savas 1501-1638,Savas 1558,Savas 1558,UM Special Collections
it00034980810,3.12066E+14,,Camcorder accessory kit,Camcorder accessory kit,UM Equipment
it00035036888,3.12066E+14,RBR 1195-1205,RBR 1196,RBR 1196,UM Special Collections
it00035166159,3.12066E+14,N1 .B95,N1 .B95,N1 .B95,UM W.E.B. Du Bois Periodicals
it00034985365,3.12066E+14,PL871.O632 N35 v.3,Tadoku Level 5 SEP,Tadoku Level 5 SEP,UM East Asian Ref. Room Read Japanese
it00035096673,3.12066E+14,"NEYM 956, 996-1045",NEYM 1026,NEYM 1026,UM Special Collections
it00035044574,3.12066E+14,Savas 1672-1743,Savas 1690,Savas 1690,UM Special Collections
it00034994644,3.12066E+14,RBR 874-982,RBR 881,RBR 881,UM Special Collections
it00033281533,3.12066E+14,ML1311 .C35,ML1311 .C35,ML1311 .C35,UM W.E.B. Du Bois General Collections
it00034933626,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00034944383,3.12066E+14,CD1043 .A23 v. 328,CD1043 .A23 v. 328,CD1043 .A23 v. 328,UM W.E.B. Du Bois General Collections
it00032562396,3.12066E+14,MT320 .T87 1989,MT320 .T87 1989,MT320 .T87 1989,UM W.E.B. Du Bois General Collections
it00033335505,3.12066E+14,NA3 .Z5,NA3 .Z5,NA3 .Z5,UM W.E.B. Du Bois General Collections
it00035158175,653982-3530-UMA,ML5 .I55,ML5 .I55,ML5 .I55,UM W.E.B. Du Bois Periodicals
it00032896951,3.12066E+14,RBR 578-595,RBR 583,RBR 583,UM Special Collections
it00035016759,3.12066E+14,MS 369 Box 3:80-Box 4:99,MS 369 Box 4:96,MS 369 Box 4:96,UM Special Collections Archival
it00032975124,3.12066E+14,RBR 1655-1661,RBR 1658,RBR 1658,UM Special Collections
it00035158157,3.12066E+14,ML5 .M85,ML5 .M85,ML5 .M85,UM W.E.B. Du Bois Periodicals
it00034933515,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00032704585,3.12066E+14,TR1 .A55,TR1 .A55,TR1 .A55,UM W.E.B. Du Bois General Collections
it00033320269,3.12066E+14,NA9105 .T85 1970,NA9105 .T85 1970,NA9105 .T85 1970,UM W.E.B. Du Bois General Collections
it00034999116,3.12066E+14,Savas 1501-1638,Savas 1633,Savas 1633,UM Special Collections
it00032580661,3.12066E+14,PQ2489 1927 v.27-28,PQ2489 1927,PQ2489 1927,UM W.E.B. Du Bois General Collections
it00034996098,3.12066E+14,Savas 1261-1276,Savas 1272,Savas 1272,UM Special Collections
it00033945495,3.12066E+14,ML156.2 .B53,ML156.2 .B53,ML156.2 .B53,UM W.E.B. Du Bois General Collections
it00033367712,3.12066E+14,"E51 .U6 no. 123-125, etc",E51 .U6 no. 173,E51 .U6 no. 173,UM W.E.B. Du Bois General Collections
it00033985552,3.12066E+14,HA201 1990m v.318 sec.1-2,HA201 1990m v.318 sec.1,HA201 1990m v.318 sec.1,UM W.E.B. Du Bois General Collections
it00033009695,3.12066E+14,PN57.T8 T74,PN57.T8 T74,PN57.T8 T74,UM W.E.B. Du Bois Periodicals
it00034927331,3.12066E+14,HA201 1950 v.4-7,HA201 1950 v.5,HA201 1950 v.5,UM W.E.B. Du Bois General Collections
it00034929861,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.73,HA201 1960 v.73,UM W.E.B. Du Bois General Collections
it00034100821,3.12066E+14,HA201 1980b no.131 sec.1-2,HA201 1980b no.131 sec.1,HA201 1980b no.131 sec.1,UM W.E.B. Du Bois General Collections
it00034999078,3.12066E+14,Savas 1501-1638,Savas 1595,Savas 1595,UM Special Collections
it00035016884,3.12066E+14,PN1997.B596 H55 2011,PN1997.B596 H55 2011,PN1997.B596 H55 2011,UM W.E.B. Du Bois General Collections
it00035162728,1261379-310-UMA,JC571 U48a,84 H 382-3,84 H 382-3,UM Media STORAGE
it00034986841,3.12066E+14,Winokur 387-401,Winokur 391,Winokur 391,UM Special Collections
it00033559724,3.12066E+14,,42,42,UM Music Media CD
it00034917737,3.12066E+14,RBR 341-346,RBR 343,RBR 343,UM Special Collections
it00035002919,3.12066E+14,RBR 1176-1177,RBR 1177,RBR 1177,UM Special Collections
it00035038981,3.12066E+14,RBR 1821-1892,RBR 1862,RBR 1862,UM Special Collections
it00034336083,3.12066E+14,NE502 .B54,NE502 .B54,NE502 .B54,UM W.E.B. Du Bois General Collections
it00032955334,3.12066E+14,TR1 .B8,TR1 .B8,TR1 .B8,UM W.E.B. Du Bois General Collections
it00035034134,3.12066E+14,Fraser 838-843,Fraser 839,Fraser 839,UM Special Collections
it00035075967,3.12066E+14,NEA 540-542,NEA 541,NEA 541,UM Special Collections
it00035096845,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 1124,NEYM 1124,UM Special Collections
it00034926074,3.12066E+14,HA201 1940 v.56-57,HA201 1940 v.56,HA201 1940 v.56,UM W.E.B. Du Bois General Collections
it00035073293,3.12066E+14,NEA 614-630,NEA 623,NEA 623,UM Special Collections
it00034982663,3.12066E+14,Winokur 362-372,Winokur 371,Winokur 371,UM Special Collections
it00034077072,3.12066E+14,ML106.U8 M87,ML106.U8 M87,ML106.U8 M87,UM W.E.B. Du Bois General Collections
it00034928617,3.12066E+14,HA201 1970 v.1-2,HA201 1970 v.2,HA201 1970 v.2,UM W.E.B. Du Bois General Collections
it00034161698,3.12066E+14,RBR 1180-1188,RBR 1185,RBR 1185,UM Special Collections
it00034816300,3.12066E+14,5203,5203,5203,UM Music Media CD
it00034999091,3.12066E+14,Savas 1501-1638,Savas 1615,Savas 1615,UM Special Collections
it00034934220,3.12066E+14,HA201 1960 v.2-4,HA201 1960 v.2,HA201 1960 v.2,UM W.E.B. Du Bois General Collections
it00033303535,3.12066E+14,NC1155.M6 R813,NC1155.M6 R813,NC1155.M6 R813,UM W.E.B. Du Bois General Collections
it00032626398,3.12066E+14,MT6.H525 M9 1985,MT6.H525 M9 1985,MT6.H525 M9 1985,UM W.E.B. Du Bois General Collections
it00035090213,3.12066E+14,"NEYM 516, Pam 88",NEYM Pam 88,NEYM Pam 88,UM Special Collections
it00034927302,3.12066E+14,HA201 1950 v.4-7,HA201 1950 v.5,HA201 1950 v.5,UM W.E.B. Du Bois General Collections
it00034705389,3.12066E+14,4853,4853,4853,UM Music Media CD
it00033903953,3.12066E+14,MT86 .M33 1973,MT86 .M33 1973,MT86 .M33 1973,UM W.E.B. Du Bois General Collections
it00034120462,3.12066E+14,A 1.107:442,A 1.107:442-454 Inc.,A 1.107:442-454 Inc.,UM Government Documents
it00035026372,3.12066E+14,DML MEMORY CARD READER KIT: DELKIN,DML MEMORY CARD READER KIT: DELKIN,DML MEMORY CARD READER KIT: DELKIN,UM Digital Media Lab
it00032580663,3.12066E+14,PQ2489 1927 v.27-28,PQ2489 1927,PQ2489 1927,UM W.E.B. Du Bois General Collections
it00034933400,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00034472036,3.12066E+14,MT50 .A444 1989 Wkbk,MT50 .A444 1989 Wkbk,MT50 .A444 1989 Wkbk,UM W.E.B. Du Bois General Collections
it00033993885,3.12066E+14,HA201 1990m v.45 sec.1-3,HA201 1990m v.45 sec.2,HA201 1990m v.45 sec.2,UM W.E.B. Du Bois General Collections
it00034981529,3.12066E+14,Winokur 413-420,Winokur 420,Winokur 420,UM Special Collections
it00034292196,3.12066E+14,HA201 1900 v.12-15,HA201 1900 v.15,HA201 1900 v.15,UM W.E.B. Du Bois General Collections
it00035092676,3.12066E+14,"NEYM 63, 741, 1209, 1214",NEYM 1214,NEYM 1214,UM Special Collections
it00035060769,3.12066E+14,NEA 481-503,NEA 486,NEA 486,UM Special Collections
it00034506348,3.12066E+14,3362,3362,3362,UM Music Media CD
it00033495619,3.12066E+14,N6553 .C28 1982,N6553 .C28 1982,N6553 .C28 1982,UM W.E.B. Du Bois General Collections
it00032925540,3.12066E+14,RBR 1903-1939,RBR 1927,RBR 1927,UM Special Collections
it00034984925,3.12066E+14,Winokur 433-452,Winokur 443,Winokur 443,UM Special Collections
it00035162306,3.12066E+14,ML5 .M78,ML5 .M78,ML5 .M78,UM W.E.B. Du Bois Periodicals
it00035096788,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 1085,NEYM 1085,UM Special Collections
it00032515588,3.12066E+14,MT7 .T9 1988,MT7 .T9 1988,MT7 .T9 1988,UM W.E.B. Du Bois General Collections
it00034994739,3.12066E+14,RBR 874-982,RBR 971,RBR 971,UM Special Collections
it00035087162,3.12066E+14,"NEYM 97, 1218",NEYM 1218,NEYM 1218,UM Special Collections
it00035066921,3.12066E+14,RBR 2080-2085,RBR 2081,RBR 2081,UM Special Collections
it00034308400,3.12066E+14,DA690.O97 O8 v. 34,DA690.O97 O8 v. 43,DA690.O97 O8 v. 43,UM W.E.B. Du Bois General Collections
it00035096852,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 1130,NEYM 1130,UM Special Collections
it00035099063,3.12066E+14,NK4225 .P48 2012,NK4225 .P48 2012,NK4225 .P48 2012,UM Du Bois Reserves
it00035167477,3.12066E+14,ML5 .C46,ML5 .C46,ML5 .C46,UM W.E.B. Du Bois Periodicals
it00035060771,3.12066E+14,NEA 481-503,NEA 490,NEA 490,UM Special Collections
it00034995675,3.12066E+14,RBR 983-995,RBR 992,RBR 992,UM Special Collections
it00035107395,3.12066E+14,NEYM 8-9,NEYM 8,NEYM 8,UM Special Collections
it00033576903,3.12066E+14,225,225,225,UM Music Media CD
it00033498948,3.12066E+14,ML111 .I56,ML111 .I56,ML111 .I56,UM W.E.B. Du Bois General Collections
it00034999050,3.12066E+14,Savas 1501-1638,Savas 1561,Savas 1561,UM Special Collections
it00032698000,3.12066E+14,PQ2489 1927 v.38-39,PQ2489 1927,PQ2489 1927,UM W.E.B. Du Bois General Collections
it00034921427,3.12066E+14,DA645 .A4 Bd.66,DA645 .A4 Bd. 66,DA645 .A4 Bd. 66,UM W.E.B. Du Bois General Collections
it00034992249,3.12066E+14,RBR 730-873,RBR 840,RBR 840,UM Special Collections
it00033109412,3.12066E+14,"JV1033 .B27 1836a, etc","JV1033 .B27 1836a, etc.","JV1033 .B27 1836a, etc.",UM W.E.B. Du Bois General Collections
it00035071525,3.12066E+14,"NEYM 55, 1220, 1292",NEYM 1220,NEYM 1220,UM Special Collections
it00035035495,3.12066E+14,RBR 1422-1442,RBR 1430,RBR 1430,UM Special Collections
it00035023224,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 9:416,MS 369 Box 9:416,UM Special Collections Archival
it00033681977,3.12066E+14,ML1 .P66,ML1 .P66,ML1 .P66,UM W.E.B. Du Bois General Collections
it00034934207,3.12066E+14,HA201 1960 v.2-4,HA201 1960 v.2,HA201 1960 v.2,UM W.E.B. Du Bois General Collections
it00033056401,3.12066E+14,"DK4020 .E45 v. 30, etc",DK4020 .E45 v. 73,DK4020 .E45 v. 73,UM W.E.B. Du Bois General Collections
it00035010602,3.12066E+14,MS 369 Box 3:82-Box 3:84,MS 369 Box 3:82,MS 369 Box 3:82,UM Special Collections Archival
it00034011546,3.12066E+14,HA201 1990x v.1B sec.1-3,HA201 1990x v.1B sec.3,HA201 1990x v.1B sec.3,UM W.E.B. Du Bois General Collections
it00033608413,3.12066E+14,ML300 .B28,ML300 .B28,ML300 .B28,UM W.E.B. Du Bois General Collections
it00033291190,3.12066E+14,NE1253 .S7,NE1253 .S7,NE1253 .S7,UM W.E.B. Du Bois General Collections
it00035012620,3.12066E+14,Gittings 300-325,Gittings 314,Gittings 314,UM Special Collections
it00034985040,3.12066E+14,Winokur 548-601,Winokur 594,Winokur 594,UM Special Collections
it00035125586,3.12066E+14,SF407 .W64 2013,SF407 .W64 2013,SF407 .W64 2013,UM Mt. Ida Regular Collection
it00034506358,3.12066E+14,3362,3362,3362,UM Music Media CD
it00033144673,3.12066E+14,ML5 .O65,ML5 .O65,ML5 .O65,UM W.E.B. Du Bois General Collections
it00033258379,3.12066E+14,TR593 .I5,TR593 .I5,TR593 .I5,UM W.E.B. Du Bois General Collections
it00033388816,3.12066E+14,ML410.B996 H6,ML410.B996 H6,ML410.B996 H6,UM W.E.B. Du Bois General Collections
it00034519556,3.12066E+14,HA201 1990d v.45 sec.1-3,HA201 1990d v.45 sec.3,HA201 1990d v.45 sec.3,UM W.E.B. Du Bois General Collections
it00032955356,3.12066E+14,TR1 .B8,TR1 .B8,TR1 .B8,UM W.E.B. Du Bois General Collections
it00035023132,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 7:321,MS 369 Box 7:321,UM Special Collections Archival
it00035025343,3.12066E+14,Parker 4-6,Parker 6,Parker 6,UM Special Collections
it00034067907,3.12066E+14,HA201 1990o v.1 sec.1-2,HA201 1990o v.1 sec.1,HA201 1990o v.1 sec.1,UM W.E.B. Du Bois General Collections
it00033225176,3.12066E+14,ML410.M5 M6,ML410.M5 M6,ML410.M5 M6,UM W.E.B. Du Bois General Collections
it00035073305,3.12066E+14,NEA 614-630,NEA 621,NEA 621,UM Special Collections
it00035096824,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 992,NEYM 992,UM Special Collections
it00034934213,3.12066E+14,HA201 1960 v.2-4,HA201 1960 v.2,HA201 1960 v.2,UM W.E.B. Du Bois General Collections
it00032694148,3.12066E+14,ML410.B4 K48 1983,ML410.B4 K48 1983,ML410.B4 K48 1983,UM W.E.B. Du Bois General Collections
it00034927348,3.12066E+14,HA201 1950 v.4-7,HA201 1950 v.7,HA201 1950 v.7,UM W.E.B. Du Bois General Collections
it00035030498,3.12066E+14,"Fraser 883-903, 1024-1047",Fraser 898,Fraser 898,UM Special Collections
it00034191881,3.12066E+14,RBR 1616-1621,RBR 1621,RBR 1621,UM Special Collections
it00033149530,3.12066E+14,PF5003 .A2 Heft 48a-b,PF5003 .A2 Heft 48b,PF5003 .A2 Heft 48b,UM W.E.B. Du Bois General Collections
it00034982292,3.12066E+14,Winokur 505-515,Winokur 505,Winokur 505,UM Special Collections
it00035023230,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 9:421,MS 369 Box 9:421,UM Special Collections Archival
it00034933438,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00033292906,3.12066E+14,NE544 .D5,NE544 .D5,NE544 .D5,UM W.E.B. Du Bois General Collections
it00034929795,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.11,HA201 1960 v.11,UM W.E.B. Du Bois General Collections
it00034985009,3.12066E+14,Winokur 548-601,Winokur 555,Winokur 555,UM Special Collections
it00035074041,3.12066E+14,NEA 556-559,NEA 559,NEA 559,UM Special Collections
it00034994726,3.12066E+14,RBR 874-982,RBR 962,RBR 962,UM Special Collections
it00034992270,3.12066E+14,RBR 730-873,RBR 868,RBR 868,UM Special Collections
it00034999096,3.12066E+14,Savas 1501-1638,Savas 1611,Savas 1611,UM Special Collections
it00032930020,3.12066E+14,PS2020 .F68 v.4,PS2020 .F68 v.28,PS2020 .F68 v.28,UM W.E.B. Du Bois General Collections
it00033488228,873297-230-UMA,TR1 .F756,TR1 .F756,TR1 .F756,UM W.E.B. Du Bois General Collections
it00034940315,3.12066E+14,HA201 1940 v.47-50,HA201 1940 v.47,HA201 1940 v.47,UM W.E.B. Du Bois General Collections
it00033678070,3.12066E+14,ML410 .G46 1973 t.1,ML410 .G46 1973 t.1,ML410 .G46 1973 t.1,UM W.E.B. Du Bois General Collections
it00035017807,3.12066E+14,MS 369 Box 3:78,MS 369 Box 3:78,MS 369 Box 3:78,UM Special Collections Archival
it00035022241,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 6:247,MS 369 Box 6:247,UM Special Collections Archival
it00035044601,3.12066E+14,Savas 1672-1743,Savas 1705,Savas 1705,UM Special Collections
it00034992281,3.12066E+14,RBR 730-873,RBR 776,RBR 776,UM Special Collections
it00034982248,3.12066E+14,Brinley 29-30,Brinley 29,Brinley 29,UM Special Collections
it00034693673,3.12066E+14,ML3521 .C34 2002,ML3521 .C34 2002,ML3521 .C34 2002,UM W.E.B. Du Bois General Collections
it00035035925,3.12066E+14,Fraser 1261-1262,Fraser 1261,Fraser 1261,UM Special Collections
it00034931306,3.12066E+14,"RBR 486, 716",RBR 716,RBR 716,UM Special Collections
it00034994115,3.12066E+14,Vega 135-144,Vega 137,Vega 137,UM Special Collections
it00035162273,654857-4820-UMA,N2 .O28,N2 .O28,N2 .O28,UM W.E.B. Du Bois General Collections
it00034397029,1490833-20-UMA,NE654.S5 L4,NE654.S5 L4,NE654.S5 L4,UM Special Collections
it00032896957,3.12066E+14,RBR 578-595,RBR 595,RBR 595,UM Special Collections
it00035102190,3.12066E+14,NEYM 1231-1286,NEYM 1273,NEYM 1273,UM Special Collections
it00032931636,3.12066E+14,RBR 1367-1368,RBR 1367,RBR 1367,UM Special Collections
it00033903335,3.12066E+14,MT733 .J3,MT733 .J3,MT733 .J3,UM W.E.B. Du Bois General Collections
it00034526751,3.12066E+14,RBR 1596-1605,RBR 1599,RBR 1599,UM Special Collections
it00034932703,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035038979,3.12066E+14,RBR 1821-1892,RBR 1867,RBR 1867,UM Special Collections
it00035106057,3.12066E+14,"NEYM 422, NEYM 882-888",NEYM 888,NEYM 888,UM Special Collections
it00034928595,3.12066E+14,HA201 1970 v.1-2,HA201 1970 v.1,HA201 1970 v.1,UM W.E.B. Du Bois General Collections
it00034292303,3.12066E+14,HA201 1910 v.1-4,HA201 1910 v.2,HA201 1910 v.2,UM W.E.B. Du Bois General Collections
it00035008315,3.12066E+14,MS 369 Box 2:58-Box 3:76,MS 369 Box 3:73,MS 369 Box 3:73,UM Special Collections Archival
it00034932555,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034927314,3.12066E+14,HA201 1950 v.4-7,HA201 1950 v.5,HA201 1950 v.5,UM W.E.B. Du Bois General Collections
it00033335486,3.12066E+14,NA3 .Z5,NA3 .Z5,NA3 .Z5,UM W.E.B. Du Bois General Collections
it00034932523,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034875727,3.12066E+14,RBR 41-42,RBR 42,RBR 42,UM Special Collections
it00032695548,3.12066E+14,RBR 1893-1895,RBR 1893,RBR 1893,UM Special Collections
it00033998178,3.12066E+14,HA201 1990m v.176C sec.1-3,HA201 1990m v.176C sec.2,HA201 1990m v.176C sec.2,UM W.E.B. Du Bois General Collections
it00033144645,3.12066E+14,ML5 .O65,ML5 .O65,ML5 .O65,UM W.E.B. Du Bois General Collections
it00034985022,3.12066E+14,Winokur 548-601,Winokur 571,Winokur 571,UM Special Collections
it00034933561,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035050195,3.12066E+14,RBR 1795-1796,RBR 1796,RBR 1796,UM Special Collections
it00035167472,3.12066E+14,ML5 .C46,ML5 .C46,ML5 .C46,UM W.E.B. Du Bois Periodicals
it00035022234,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 6:241,MS 369 Box 6:241,UM Special Collections Archival
it00034929839,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.34,HA201 1960 v.34,UM W.E.B. Du Bois General Collections
it00034299236,3.12066E+14,BL53 .T38 1999,BL53 .T38 1999,BL53 .T38 1999,UM W.E.B. Du Bois General Collections
it00035028457,3.12066E+14,Fraser 865-870,Fraser 866,Fraser 866,UM Special Collections
it00033085897,3.12066E+14,ML113 .H715,ML113 .H715,ML113 .H715,UM W.E.B. Du Bois General Collections
it00034994662,3.12066E+14,RBR 874-982,RBR 893,RBR 893,UM Special Collections
it00032989703,3.12066E+14,MT6 .V66,MT6 .V66,MT6 .V66,UM W.E.B. Du Bois General Collections
it00034929828,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.25,HA201 1960 v.25,UM W.E.B. Du Bois General Collections
it00034991216,3.12066E+14,RBR 730-873,RBR 864,RBR 864,UM Special Collections
it00032763405,3.12066E+14,ML410 .B88 B78,ML410 .B88 B78,ML410 .B88 B78,UM W.E.B. Du Bois General Collections
it00034995620,3.12066E+14,RBR 983-995,RBR 985,RBR 985,UM Special Collections
it00034165961,3.12066E+14,RBR 1287-1289,RBR 1288,RBR 1288,UM Special Collections
it00035023202,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 9:397,MS 369 Box 9:397,UM Special Collections Archival
it00035044649,3.12066E+14,Savas 1744-1852,Savas 1763,Savas 1763,UM Special Collections
it00035101503,3.12066E+14,NEYM 1231-1286,NEYM 1242,NEYM 1242,UM Special Collections
it00033208871,625378-300-UMA,TR1 .A62,TR1 .A62,TR1 .A62,UM W.E.B. Du Bois General Collections
it00035045332,3.12066E+14,Fraser 259-260,Fraser 259,Fraser 259,UM Special Collections
it00034506359,3.12066E+14,3362,3362,3362,UM Music Media CD
it00035096727,3.12066E+14,"NEYM 956-962, 996, 1046-1075",NEYM 1074,NEYM 1074,UM Special Collections
it00035052913,3.12066E+14,Fraser 344-345,Fraser 344 +,Fraser 344 +,UM Special Collections
it00035025641,3.12066E+14,MS 369 Box 1:25-Box 1:31,MS 369 Box 1:25,MS 369 Box 1:25,UM Special Collections Archival
it00033224021,654857-2480-UMA,N2 .O28,N2 .O28,N2 .O28,UM W.E.B. Du Bois General Collections
it00033462324,3.12066E+14,ML410.H4 L4 1983,ML410.H4 L4 1983,ML410.H4 L4 1983,UM W.E.B. Du Bois General Collections
it00034984998,3.12066E+14,Winokur 548-601,Winokur 550,Winokur 550,UM Special Collections
it00034937788,3.12066E+14,RBR 447-451,RBR 449,RBR 449,UM Special Collections
it00032610113,3.12066E+14,NC1815 .A33 1984,NC1815 .A33 1984,NC1815 .A33 1984,UM W.E.B. Du Bois General Collections
it00035044875,3.12066E+14,Fraser 527-536,Fraser 527,Fraser 527,UM Special Collections
it00034998300,3.12066E+14,Vega 154-155,Vega 155,Vega 155,UM Special Collections
it00034988599,3.12066E+14,"NEA 249-253, 435-461",NEA 447,NEA 447,UM Special Collections
it00035060772,3.12066E+14,NEA 481-503,NEA 489,NEA 489,UM Special Collections
it00034988596,3.12066E+14,"NEA 249-253, 435-461",NEA 443,NEA 443,UM Special Collections
it00033993914,3.12066E+14,HA201 1990m v.37 sec.1-2,HA201 1990m v.37 sec.2,HA201 1990m v.37 sec.2,UM W.E.B. Du Bois General Collections
it00032952386,3.12066E+14,MT1 .M87,MT1 .M87,MT1 .M87,UM W.E.B. Du Bois General Collections
it00035035289,3.12066E+14,Fraser 1234-1256,Fraser 1243,Fraser 1243,UM Special Collections
it00034982297,3.12066E+14,Winokur 505-515,Winokur 507,Winokur 507,UM Special Collections
it00034254480,3.52066E+14,,L 32 V.1 LIBRARY PERMANENT RESERVE,L 32 V.1 LIBRARY PERMANENT RESERVE,UM Du Bois Reserves
it00034995632,3.12066E+14,RBR 983-995,RBR 995,RBR 995,UM Special Collections
it00035162641,643754-3410-UMA,N4 .P37,N4 .P37,N4 .P37,UM W.E.B. Du Bois Periodicals
it00033679094,3.12066E+14,NE1030 .H55 1935,NE1030 .H55 1935,NE1030 .H55 1935,UM W.E.B. Du Bois General Collections
it00034929911,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.115,HA201 1960 v.115,UM W.E.B. Du Bois General Collections
it00034985930,3.12066E+14,Winokur 602-669,Winokur 604,Winokur 604,UM Special Collections
it00035096827,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 1120,NEYM 1120,UM Special Collections
it00035096785,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 1081,NEYM 1081,UM Special Collections
it00034982231,3.12066E+14,Brinley 24-28,Brinley 28,Brinley 28,UM Special Collections
it00033387384,3.12066E+14,MT170 .D83,MT170 .D83,MT170 .D83,UM W.E.B. Du Bois General Collections
it00034084508,3.12066E+14,MT6.5 .N67 1980,MT6.5 .N67 1980,MT6.5 .N67 1980,UM W.E.B. Du Bois General Collections
it00033022273,513862-20-UMA,TR12 .P52,TR12 .P52,TR12 .P52,UM W.E.B. Du Bois General Collections
it00035023128,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 7:324,MS 369 Box 7:324,UM Special Collections Archival
it00035044744,3.12066E+14,Savas 1744-1852,Savas 1851,Savas 1851,UM Special Collections
it00034982243,3.12066E+14,Brinley 19-23,Brinley 21,Brinley 21,UM Special Collections
it00034170145,3.12066E+14,RBR 1390-1394,RBR 1390,RBR 1390,UM Special Collections
it00033704040,3.12066E+14,ML113 .H715,ML113 .H715,ML113 .H715,UM W.E.B. Du Bois General Collections
it00033356456,3.12066E+14,RBR 1964-2038,RBR 2030,RBR 2030,UM Special Collections
it00033824075,3.12066E+14,MT870 .E27 1964,MT870 .E27 1964,MT870 .E27 1964,UM W.E.B. Du Bois General Collections
it00033158718,3.12066E+14,RBR 1237-1239,RBR 1238,RBR 1238,UM Special Collections
it00034992208,3.12066E+14,RBR 730-873,RBR 797,RBR 797,UM Special Collections
it00034704850,3.12066E+14,4853,4853,4853,UM Music Media CD
it00035023184,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 8:377,MS 369 Box 8:377,UM Special Collections Archival
it00032915255,3.12066E+14,ML128.M8 A41,ML128.M8 A41,ML128.M8 A41,UM W.E.B. Du Bois General Collections
it00033358318,3.12066E+14,ML410.S4 R55,ML410.S4 R55,ML410.S4 R55,UM W.E.B. Du Bois General Collections
